year,sex,name,n,rank,nation
2016,F,DOLCI,3,5785,England & Wales
2016,F,DOLCIE-MAY,3,5785,England & Wales
2016,F,DOLCIE-RAE,3,5785,England & Wales
2016,F,DOLLI,3,5785,England & Wales
2016,F,DONA,3,5785,England & Wales
2016,F,DONNA-MARIE,3,5785,England & Wales
2016,F,DOROTA,3,5785,England & Wales
2016,F,DUHA,3,5785,England & Wales
2016,F,DULCE,3,5785,England & Wales
2016,F,DUNIA,3,5785,England & Wales
2016,F,EBONY-GRACE,3,5785,England & Wales
2016,F,EBRAR,3,5785,England & Wales
2016,F,EDINA,3,5785,England & Wales
2016,F,EDITH-MAY,3,5785,England & Wales
2016,F,EDITH-ROSE,3,5785,England & Wales
2016,F,EDOM,3,5785,England & Wales
2016,F,EDUARDA,3,5785,England & Wales
2016,F,EDWINA,3,5785,England & Wales
2016,F,EEVA,3,5785,England & Wales
2016,F,EFFIE-MAE,3,5785,England & Wales
2016,F,EIBHLEANN,3,5785,England & Wales
2016,F,EILIS,3,5785,England & Wales
2016,F,EILISH,3,5785,England & Wales
2016,F,EIRE,3,5785,England & Wales
2016,F,EIRINN,3,5785,England & Wales
2016,F,EIVISSA,3,5785,England & Wales
2016,F,EKAMDEEP,3,5785,England & Wales
2016,F,ELAIA,3,5785,England & Wales
2016,F,ELAIN,3,5785,England & Wales
2016,F,ELARNA,3,5785,England & Wales
2016,F,ELBA,3,5785,England & Wales
2016,F,ELBIE,3,5785,England & Wales
2016,F,ELDA,3,5785,England & Wales
2016,F,ELEAH,3,5785,England & Wales
2016,F,ELEANORE,3,5785,England & Wales
2016,F,ELEINA,3,5785,England & Wales
2016,F,ELEISHA,3,5785,England & Wales
2016,F,ELENID,3,5785,England & Wales
2016,F,ELEXA,3,5785,England & Wales
2016,F,ELIAH,3,5785,England & Wales
2016,F,ELIJAH,3,5785,England & Wales
2016,F,ELINAM,3,5785,England & Wales
2016,F,ELISAVETA,3,5785,England & Wales
2016,F,ELISSIA-ROSE,3,5785,England & Wales
2016,F,ELITA,3,5785,England & Wales
2016,F,ELITHEA,3,5785,England & Wales
2016,F,ELITSA,3,5785,England & Wales
2016,F,ELIZA-ANN,3,5785,England & Wales
2016,F,ELIZA-JEAN,3,5785,England & Wales
2016,F,ELIZA-MAI,3,5785,England & Wales
2016,F,ELIZABELLA,3,5785,England & Wales
2016,F,ELIZABETA,3,5785,England & Wales
2016,F,ELKA,3,5785,England & Wales
2016,F,ELKE,3,5785,England & Wales
2016,F,ELLA-,3,5785,England & Wales
2016,F,ELLANOR,3,5785,England & Wales
2016,F,ELLANORE,3,5785,England & Wales
2016,F,ELLARA,3,5785,England & Wales
2016,F,ELLERIE,3,5785,England & Wales
2016,F,ELLICE,3,5785,England & Wales
2016,F,ELLICIA,3,5785,England & Wales
2016,F,ELLIE-JO,3,5785,England & Wales
2016,F,ELLIEMAI,3,5785,England & Wales
2016,F,ELODY,3,5785,England & Wales
2016,F,ELOGHOSA,3,5785,England & Wales
2016,F,ELOUISA,3,5785,England & Wales
2016,F,ELPIDA,3,5785,England & Wales
2016,F,ELSEY,3,5785,England & Wales
2016,F,ELSHADDAI,3,5785,England & Wales
2016,F,ELSIE-ANNE,3,5785,England & Wales
2016,F,ELSIE-BEAU,3,5785,England & Wales
2016,F,ELSIE-JANE,3,5785,England & Wales
2016,F,ELSIE-LOUISE,3,5785,England & Wales
2016,F,ELVY,3,5785,England & Wales
2016,F,EMANUELLA,3,5785,England & Wales
2016,F,EMELDA,3,5785,England & Wales
2016,F,EMERIE,3,5785,England & Wales
2016,F,EMIKA,3,5785,England & Wales
2016,F,EMILEE-ROSE,3,5785,England & Wales
2016,F,EMILEIGH,3,5785,England & Wales
2016,F,EMILIA-RAE,3,5785,England & Wales
2016,F,EMILY-,3,5785,England & Wales
2016,F,EMILY-RAE,3,5785,England & Wales
2016,F,EMINA,3,5785,England & Wales
2016,F,EMIOLA,3,5785,England & Wales
2016,F,EMMALINE,3,5785,England & Wales
2016,F,EMMAN,3,5785,England & Wales
2016,F,EMMIE-LOU,3,5785,England & Wales
2016,F,EMMY-LOU,3,5785,England & Wales
2016,F,ENAYA,3,5785,England & Wales
2016,F,ENEA,3,5785,England & Wales
2016,F,ENLLI,3,5785,England & Wales
2016,F,ENRIKA,3,5785,England & Wales
2016,F,ENYA-ROSE,3,5785,England & Wales
2016,F,ERESHVA,3,5785,England & Wales
2016,F,ERIN-GRACE,3,5785,England & Wales
2016,F,ERYKA,3,5785,England & Wales
2016,F,ERYKAH,3,5785,England & Wales
2016,F,ESHAANI,3,5785,England & Wales
2016,F,ESHER,3,5785,England & Wales
2016,F,ESMAII,3,5785,England & Wales
2016,F,ESME-RAE,3,5785,England & Wales
2016,F,ESMEA,3,5785,England & Wales
2016,F,ESMEE-ROSE,3,5785,England & Wales
2016,F,ESMI,3,5785,England & Wales
2016,F,ESMIRA,3,5785,England & Wales
2016,F,ESPERANCE,3,5785,England & Wales
2016,F,ESTRELLA,3,5785,England & Wales
2016,F,EULALIA,3,5785,England & Wales
2016,F,EVA-LILY,3,5785,England & Wales
2016,F,EVA-RAE,3,5785,England & Wales
2016,F,EVANNAH,3,5785,England & Wales
2016,F,EVEY,3,5785,England & Wales
2016,F,EVIANA,3,5785,England & Wales
2016,F,EVIE-ANN,3,5785,England & Wales
2016,F,EVIE-ELIZABETH,3,5785,England & Wales
2016,F,EVIE-JADE,3,5785,England & Wales
2016,F,EVIE-LEA,3,5785,England & Wales
2016,F,EVIJA,3,5785,England & Wales
2016,F,EYRA,3,5785,England & Wales
2016,F,EYSAN,3,5785,England & Wales
2016,F,EZGI,3,5785,England & Wales
2016,F,FABIENNE,3,5785,England & Wales
2016,F,FADUMA,3,5785,England & Wales
2016,F,FAISA,3,5785,England & Wales
2016,F,FAITH-LOUISE,3,5785,England & Wales
2016,F,FAJAR,3,5785,England & Wales
2016,F,FARHA,3,5785,England & Wales
2016,F,FARIAH,3,5785,England & Wales
2016,F,FARISHA,3,5785,England & Wales
2016,F,FARIYA,3,5785,England & Wales
2016,F,FARRYN,3,5785,England & Wales
2016,F,FARZEEN,3,5785,England & Wales
2016,F,FEIGY,3,5785,England & Wales
2016,F,FELICJA,3,5785,England & Wales
2016,F,FENN,3,5785,England & Wales
2016,F,FIAMMA,3,5785,England & Wales
2016,F,FIDAN,3,5785,England & Wales
2016,F,FINLAY,3,5785,England & Wales
2016,F,FINLEY,3,5785,England & Wales
2016,F,FINOLA,3,5785,England & Wales
2016,F,FIRDOUS,3,5785,England & Wales
2016,F,FLORENA,3,5785,England & Wales
2016,F,FLORENCIA,3,5785,England & Wales
2016,F,FLORIANA,3,5785,England & Wales
2016,F,FLOSSY,3,5785,England & Wales
2016,F,FOLASHADE,3,5785,England & Wales
2016,F,FRANCA,3,5785,England & Wales
2016,F,FRANCESKA,3,5785,England & Wales
2016,F,FRANKIE-LOU,3,5785,England & Wales
2016,F,FRAYAH,3,5785,England & Wales
2016,F,FREDERICA,3,5785,England & Wales
2016,F,FREIA,3,5785,England & Wales
2016,F,FRENCHIE,3,5785,England & Wales
2016,F,FREYA-MAI,3,5785,England & Wales
2016,F,FREYA-MAY,3,5785,England & Wales
2016,F,FRUZSINA,3,5785,England & Wales
2016,F,GABIA,3,5785,England & Wales
2016,F,GALENA,3,5785,England & Wales
2016,F,GAURI,3,5785,England & Wales
2016,F,GAYATHRI,3,5785,England & Wales
2016,F,GEMIMA,3,5785,England & Wales
2016,F,GEORGIA-GRACE,3,5785,England & Wales
2016,F,GEORGIA-MAI,3,5785,England & Wales
2016,F,GEORGIA-RAE,3,5785,England & Wales
2016,F,GEORGINA-ROSE,3,5785,England & Wales
2016,F,GERALDINE,3,5785,England & Wales
2016,F,GHAZAL,3,5785,England & Wales
2016,F,GHENA,3,5785,England & Wales
2016,F,GIFT,3,5785,England & Wales
2016,F,GIFTY,3,5785,England & Wales
2016,F,GINIKA,3,5785,England & Wales
2016,F,GISELLA,3,5785,England & Wales
2016,F,GIULIETTA,3,5785,England & Wales
2016,F,GIZELLE,3,5785,England & Wales
2016,F,GLORIANA,3,5785,England & Wales
2016,F,GOLDA,3,5785,England & Wales
2016,F,GOWRI,3,5785,England & Wales
2016,F,GRACE-ELIZABETH,3,5785,England & Wales
2016,F,GRACEY-MAY,3,5785,England & Wales
2016,F,GRACIE-LEA,3,5785,England & Wales
2016,F,GRACIE-LOUISE,3,5785,England & Wales
2016,F,GRISHMA,3,5785,England & Wales
2016,F,GUINEVERE,3,5785,England & Wales
2016,F,GURASEES,3,5785,England & Wales
2016,F,GURMAN,3,5785,England & Wales
2016,F,GURNAAZ,3,5785,England & Wales
2016,F,GURPREET,3,5785,England & Wales
2016,F,GURSEERAT,3,5785,England & Wales
2016,F,GURVEEN,3,5785,England & Wales
2016,F,GWENAN,3,5785,England & Wales
2016,F,GWENNIE,3,5785,England & Wales
2016,F,GYPSIE,3,5785,England & Wales
2016,F,HABEEBAH,3,5785,England & Wales
2016,F,HADIQA,3,5785,England & Wales
2016,F,HADLEIGH,3,5785,England & Wales
2016,F,HAJERA,3,5785,England & Wales
2016,F,HALIA,3,5785,England & Wales
2016,F,HALLE-MAE,3,5785,England & Wales
2016,F,HALLI,3,5785,England & Wales
2016,F,HAMEEDAH,3,5785,England & Wales
2016,F,HAN,3,5785,England & Wales
2016,F,HANASA,3,5785,England & Wales
2016,F,HANAYA,3,5785,England & Wales
2016,F,HANEET,3,5785,England & Wales
2016,F,HANGA,3,5785,England & Wales
2016,F,HANNAH-GRACE,3,5785,England & Wales
2016,F,HANNAH-MAY,3,5785,England & Wales
2016,F,HANSHIKA,3,5785,England & Wales
2016,F,HANY,3,5785,England & Wales
2016,F,HAREER,3,5785,England & Wales
2016,F,HARKIRAN,3,5785,England & Wales
2016,F,HARKIRAT,3,5785,England & Wales
2016,F,HARLEE-MAE,3,5785,England & Wales
2016,F,HARLIE-GRACE,3,5785,England & Wales
2016,F,HARLIE-RAE,3,5785,England & Wales
2016,F,HARLOW-ROSE,3,5785,England & Wales
2016,F,HARMAN,3,5785,England & Wales
2016,F,HARPA,3,5785,England & Wales
2016,F,HARPER-LEA,3,5785,England & Wales
2016,F,HARPER-LILLIE,3,5785,England & Wales
2016,F,HARRIE,3,5785,England & Wales
2016,F,HASEENA,3,5785,England & Wales
2016,F,HATTIE-MAY,3,5785,England & Wales
2016,F,HAUWA,3,5785,England & Wales
2016,F,HAVVA,3,5785,England & Wales
2016,F,HAWAH,3,5785,England & Wales
2016,F,HAYFA,3,5785,England & Wales
2016,F,HAYLEY-MAY,3,5785,England & Wales
2016,F,HEAVENLY-JOY,3,5785,England & Wales
2016,F,HEBRON,3,5785,England & Wales
2016,F,HELIA,3,5785,England & Wales
2016,F,HENDRIX,3,5785,England & Wales
2016,F,HENNESSY,3,5785,England & Wales
2016,F,HENNY,3,5785,England & Wales
2016,F,HESSA,3,5785,England & Wales
2016,F,HIJRAH,3,5785,England & Wales
2016,F,HILA,3,5785,England & Wales
2016,F,HILAL,3,5785,England & Wales
2016,F,HIU,3,5785,England & Wales
2016,F,HIVDA,3,5785,England & Wales
2016,F,HODAN,3,5785,England & Wales
2016,F,HODO,3,5785,England & Wales
2016,F,HOLLIE-GRACE,3,5785,England & Wales
2016,F,HOLLY-MAY,3,5785,England & Wales
2016,F,HOLY,3,5785,England & Wales
2016,F,HONEY-MAY,3,5785,England & Wales
2016,F,HONEY-RAE,3,5785,England & Wales
2016,F,HOSNA,3,5785,England & Wales
2016,F,HUI,3,5785,England & Wales
2016,F,HUMNAH,3,5785,England & Wales
2016,F,HUXLEY,3,5785,England & Wales
2016,F,IARA,3,5785,England & Wales
2016,F,IBUKUNOLUWA,3,5785,England & Wales
2016,F,IDA-MAY,3,5785,England & Wales
2016,F,IFEOMA,3,5785,England & Wales
2016,F,IKHLAAS,3,5785,England & Wales
2016,F,IKRAN,3,5785,England & Wales
2016,F,ILYAANA,3,5785,England & Wales
2016,F,IMARI,3,5785,England & Wales
2016,F,IMELIA,3,5785,England & Wales
2016,F,IMMY,3,5785,England & Wales
2016,F,INABIYAH,3,5785,England & Wales
2016,F,INAYAA,3,5785,England & Wales
2016,F,INAYAAH,3,5785,England & Wales
2016,F,INCI,3,5785,England & Wales
2016,F,INDIANA-ROSE,3,5785,England & Wales
2016,F,INDIYAH,3,5785,England & Wales
2016,F,INDY-ROSE,3,5785,England & Wales
2016,F,INESSA,3,5785,England & Wales
2016,F,INIYA,3,5785,England & Wales
2016,F,INSHIRAH,3,5785,England & Wales
2016,F,IONELA,3,5785,England & Wales
2016,F,IRFA,3,5785,England & Wales
2016,F,IRIS-LILY,3,5785,England & Wales
2016,F,IRMA,3,5785,England & Wales
2016,F,IRMAK,3,5785,England & Wales
2016,F,IRTIQA,3,5785,England & Wales
2016,F,ISABELE,3,5785,England & Wales
2016,F,ISABELLA-LOUISE,3,5785,England & Wales
2016,F,ISATOU,3,5785,England & Wales
2016,F,ISIDORA,3,5785,England & Wales
2016,F,ISIS,3,5785,England & Wales
2016,F,ISLA-BEAU,3,5785,England & Wales
2016,F,ISLA-BELLE,3,5785,England & Wales
2016,F,ISLA-FAITH,3,5785,England & Wales
2016,F,ISLA-JADE,3,5785,England & Wales
2016,F,ISSABELLE,3,5785,England & Wales
2016,F,ISSRA,3,5785,England & Wales
2016,F,IUSTINA,3,5785,England & Wales
2016,F,IVANAH,3,5785,England & Wales
2016,F,IVANKA,3,5785,England & Wales
2016,F,IVON,3,5785,England & Wales
2016,F,IVY-BEAU,3,5785,England & Wales
2016,F,IVY-JANE,3,5785,England & Wales
2016,F,IVY-LEE,3,5785,England & Wales
2016,F,IVY-WILLOW,3,5785,England & Wales
2016,F,IYLA-JANE,3,5785,England & Wales
2016,F,IYLA-MAI,3,5785,England & Wales
2016,F,IYRAH,3,5785,England & Wales
2016,F,IYSHA,3,5785,England & Wales
2016,F,IYZAH,3,5785,England & Wales
2016,F,IZA,3,5785,England & Wales
2016,F,JADESOLA,3,5785,England & Wales
2016,F,JAHNAE,3,5785,England & Wales
2016,F,JAIYAH,3,5785,England & Wales
2016,F,JAMAIMA,3,5785,England & Wales
2016,F,JAMEELAH,3,5785,England & Wales
2016,F,JAMES,3,5785,England & Wales
2016,F,JAMILAH,3,5785,England & Wales
2016,F,JAMIMA,3,5785,England & Wales
2016,F,JANAKI,3,5785,England & Wales
2016,F,JANAN,3,5785,England & Wales
2016,F,JANAYA,3,5785,England & Wales
2016,F,JANKA,3,5785,England & Wales
2016,F,JANNET,3,5785,England & Wales
2016,F,JAPNEET,3,5785,England & Wales
2016,F,JAPNOOR,3,5785,England & Wales
2016,F,JASGUN,3,5785,England & Wales
2016,F,JASIA,3,5785,England & Wales
2016,F,JASLYN,3,5785,England & Wales
2016,F,JAWHARA,3,5785,England & Wales
2016,F,JAYLAH,3,5785,England & Wales
2016,F,JAYME,3,5785,England & Wales
2016,F,JAZZLYN,3,5785,England & Wales
2016,F,JEANELLE,3,5785,England & Wales
2016,F,JEANETTE,3,5785,England & Wales
2016,F,JEANNE,3,5785,England & Wales
2016,F,JEANNIE,3,5785,England & Wales
2016,F,JEDIDAH,3,5785,England & Wales
2016,F,JEHAN,3,5785,England & Wales
2016,F,JENI,3,5785,England & Wales
2016,F,JEORGIA,3,5785,England & Wales
2016,F,JERUSHA,3,5785,England & Wales
2016,F,JESICA,3,5785,England & Wales
2016,F,JESSENIA,3,5785,England & Wales
2016,F,JESSI,3,5785,England & Wales
2016,F,JESSICA-GRACE,3,5785,England & Wales
2016,F,JESSICA-JANE,3,5785,England & Wales
2016,F,JESSIE-LEIGH,3,5785,England & Wales
2016,F,JESSIE-MAE,3,5785,England & Wales
2016,F,JESSYCA,3,5785,England & Wales
2016,F,JEWELL,3,5785,England & Wales
2016,F,JIAQI,3,5785,England & Wales
2016,F,JIAYUE,3,5785,England & Wales
2016,F,JIHAN,3,5785,England & Wales
2016,F,JOLEE,3,5785,England & Wales
2016,F,JORDYN,3,5785,England & Wales
2016,F,JORE,3,5785,England & Wales
2016,F,JORGIANA,3,5785,England & Wales
2016,F,JORGIE-MAY,3,5785,England & Wales
2016,F,JORJI,3,5785,England & Wales
2016,F,JORJIE,3,5785,England & Wales
2016,F,JORY,3,5785,England & Wales
2016,F,JOSELYN,3,5785,England & Wales
2016,F,JOSIE-MAE,3,5785,England & Wales
2016,F,JOSIE-MAY,3,5785,England & Wales
2016,F,JOSSELYN,3,5785,England & Wales
2016,F,JOULES,3,5785,England & Wales
2016,F,JOURNEY,3,5785,England & Wales
2016,F,JOVITA,3,5785,England & Wales
2016,F,JUHAINA,3,5785,England & Wales
2016,F,JULES,3,5785,England & Wales
2016,F,JUMAIMAH,3,5785,England & Wales
2016,F,JUMAN,3,5785,England & Wales
2016,F,JUNIA,3,5785,England & Wales
2016,F,JUWAIRIYA,3,5785,England & Wales
2016,F,KACEY-ANN,3,5785,England & Wales
2016,F,KACIE-LEIGH,3,5785,England & Wales
2016,F,KACY,3,5785,England & Wales
2016,F,KAELYN,3,5785,England & Wales
2016,F,KAESHA,3,5785,England & Wales
2016,F,KAEYA,3,5785,England & Wales
2016,F,KAIDI,3,5785,England & Wales
2016,F,KAILANI,3,5785,England & Wales
2016,F,KAISHA,3,5785,England & Wales
2016,F,KALEY,3,5785,England & Wales
2016,F,KALKIDAN,3,5785,England & Wales
2016,F,KALLIOPI,3,5785,England & Wales
2016,F,KAMARA,3,5785,England & Wales
2016,F,KAMELIA,3,5785,England & Wales
2016,F,KAMI,3,5785,England & Wales
2016,F,KAMILYA,3,5785,England & Wales
2016,F,KANIKA,3,5785,England & Wales
2016,F,KANISHKA,3,5785,England & Wales
2016,F,KANY,3,5785,England & Wales
2016,F,KARI,3,5785,England & Wales
2016,F,KARIMAH,3,5785,England & Wales
2016,F,KARLOTTA,3,5785,England & Wales
2016,F,KARMAN,3,5785,England & Wales
2016,F,KARYS,3,5785,England & Wales
2016,F,KASIE,3,5785,England & Wales
2016,F,KATELYN-ROSE,3,5785,England & Wales
2016,F,KATERYNA,3,5785,England & Wales
2016,F,KATIE-MAE,3,5785,England & Wales
2016,F,KATINKA,3,5785,England & Wales
2016,F,KATJA,3,5785,England & Wales
2016,F,KATRIONA,3,5785,England & Wales
2016,F,KAVI,3,5785,England & Wales
2016,F,KAVISHA,3,5785,England & Wales
2016,F,KAVISNA,3,5785,England & Wales
2016,F,KAVIYA,3,5785,England & Wales
2016,F,KAYAH,3,5785,England & Wales
2016,F,KAYAN,3,5785,England & Wales
2016,F,KAYDE,3,5785,England & Wales
2016,F,KAYDI,3,5785,England & Wales
2016,F,KAYLA-JAI,3,5785,England & Wales
2016,F,KAYLEIGH-MARIE,3,5785,England & Wales
2016,F,KAYLEN,3,5785,England & Wales
2016,F,KAYLIE,3,5785,England & Wales
2016,F,KEARA,3,5785,England & Wales
2016,F,KEELY,3,5785,England & Wales
2016,F,KEERA,3,5785,England & Wales
2016,F,KEERTHIKA,3,5785,England & Wales
2016,F,KEESHA,3,5785,England & Wales
2016,F,KEIRA-MAI,3,5785,England & Wales
2016,F,KEIRA-MAY,3,5785,England & Wales
2016,F,KEISI,3,5785,England & Wales
2016,F,KEITA,3,5785,England & Wales
2016,F,KELCIE,3,5785,England & Wales
2016,F,KELSI,3,5785,England & Wales
2016,F,KELSY,3,5785,England & Wales
2016,F,KENECHUKWU,3,5785,England & Wales
2016,F,KENSIE,3,5785,England & Wales
2016,F,KERENZA,3,5785,England & Wales
2016,F,KERRY-ANN,3,5785,England & Wales
2016,F,KESIENA,3,5785,England & Wales
2016,F,KETSIA,3,5785,England & Wales
2016,F,KEVINA,3,5785,England & Wales
2016,F,KHADRA,3,5785,England & Wales
2016,F,KHALIAH,3,5785,England & Wales
2016,F,KHALIYAH,3,5785,England & Wales
2016,F,KHARIS,3,5785,England & Wales
2016,F,KHATIJA,3,5785,England & Wales
2016,F,KHAYRA,3,5785,England & Wales
2016,F,KHIZRA,3,5785,England & Wales
2016,F,KHULUD,3,5785,England & Wales
2016,F,KHUSHPREET,3,5785,England & Wales
2016,F,KIANNA-ROSE,3,5785,England & Wales
2016,F,KIAYA,3,5785,England & Wales
2016,F,KIENNA,3,5785,England & Wales
2016,F,KIERRA,3,5785,England & Wales
2016,F,KIMI,3,5785,England & Wales
2016,F,KIMIYA,3,5785,England & Wales
2016,F,KIMORA,3,5785,England & Wales
2016,F,KIRIT,3,5785,England & Wales
2016,F,KISA,3,5785,England & Wales
2016,F,KITTY-ROSE,3,5785,England & Wales
2016,F,KIYANNA,3,5785,England & Wales
2016,F,KIZZIE,3,5785,England & Wales
2016,F,KLAUDIE,3,5785,England & Wales
2016,F,KLEIO,3,5785,England & Wales
2016,F,KLEOPATRA,3,5785,England & Wales
2016,F,KOA,3,5785,England & Wales
2016,F,KODI,3,5785,England & Wales
2016,F,KODY,3,5785,England & Wales
2016,F,KOMAL,3,5785,England & Wales
2016,F,KRISTIE,3,5785,England & Wales
2016,F,KRISTINE,3,5785,England & Wales
2016,F,KRISTYN,3,5785,England & Wales
2016,F,KRISTYNA,3,5785,England & Wales
2016,F,KRITI,3,5785,England & Wales
2016,F,KRYSTYNA,3,5785,England & Wales
2016,F,KULSUM,3,5785,England & Wales
2016,F,KULTHUM,3,5785,England & Wales
2016,F,KUNASHE,3,5785,England & Wales
2016,F,KYIA,3,5785,England & Wales
2016,F,KYLA-ROSE,3,5785,England & Wales
2016,F,KYLAH-ROSE,3,5785,England & Wales
2016,F,KYRA-LEIGH,3,5785,England & Wales
2016,F,KYRA-MAE,3,5785,England & Wales
2016,F,LA,3,5785,England & Wales
2016,F,LAANA,3,5785,England & Wales
2016,F,LABEENA,3,5785,England & Wales
2016,F,LACEY-,3,5785,England & Wales
2016,F,LACEY-JAYNE,3,5785,England & Wales
2016,F,LACEY-LEE,3,5785,England & Wales
2016,F,LACI-MAE,3,5785,England & Wales
2016,F,LACIE-ANN,3,5785,England & Wales
2016,F,LACIE-LOU,3,5785,England & Wales
2016,F,LADAN,3,5785,England & Wales
2016,F,LAETITIA,3,5785,England & Wales
2016,F,LAGERTHA,3,5785,England & Wales
2016,F,LAICEE,3,5785,England & Wales
2016,F,LAICEY,3,5785,England & Wales
2016,F,LAIKEN,3,5785,England & Wales
2016,F,LAILA-GRACE,3,5785,England & Wales
2016,F,LAIMA,3,5785,England & Wales
2016,F,LAINE,3,5785,England & Wales
2016,F,LAINEE,3,5785,England & Wales
2016,F,LAINEY-RAE,3,5785,England & Wales
2016,F,LAIRA,3,5785,England & Wales
2016,F,LALE,3,5785,England & Wales
2016,F,LAMARA,3,5785,England & Wales
2016,F,LAMEESAH,3,5785,England & Wales
2016,F,LAMIYAH,3,5785,England & Wales
2016,F,LANA-ROSE,3,5785,England & Wales
2016,F,LANIYAH,3,5785,England & Wales
2016,F,LANNA,3,5785,England & Wales
2016,F,LARAE,3,5785,England & Wales
2016,F,LARAH,3,5785,England & Wales
2016,F,LARAYA,3,5785,England & Wales
2016,F,LARYSA,3,5785,England & Wales
2016,F,LATAYA,3,5785,England & Wales
2016,F,LATIFAH,3,5785,England & Wales
2016,F,LAURENA,3,5785,England & Wales
2016,F,LAVAYAH,3,5785,England & Wales
2016,F,LAVEEN,3,5785,England & Wales
2016,F,LAVENDER,3,5785,England & Wales
2016,F,LAVINYA,3,5785,England & Wales
2016,F,LAYALI,3,5785,England & Wales
2016,F,LAYLA-LEIGH,3,5785,England & Wales
2016,F,LAYLA-LOUISE,3,5785,England & Wales
2016,F,LAYLI,3,5785,England & Wales
2016,F,LEAH-GRACE,3,5785,England & Wales
2016,F,LEAH-MAI,3,5785,England & Wales
2016,F,LEALA,3,5785,England & Wales
2016,F,LEELA-ROSE,3,5785,England & Wales
2016,F,LEIAH,3,5785,England & Wales
2016,F,LEIGHTON,3,5785,England & Wales
2016,F,LEILA-GRACE,3,5785,England & Wales
2016,F,LEISHA,3,5785,England & Wales
2016,F,LENORA,3,5785,England & Wales
2016,F,LESEDI,3,5785,England & Wales
2016,F,LESLEY,3,5785,England & Wales
2016,F,LEVAYAH,3,5785,England & Wales
2016,F,LEXI-,3,5785,England & Wales
2016,F,LEXIE-ANNE,3,5785,England & Wales
2016,F,LEXIS,3,5785,England & Wales
2016,F,LEYLA-ROSE,3,5785,England & Wales
2016,F,LIAHONA,3,5785,England & Wales
2016,F,LIBBY-MAY,3,5785,England & Wales
2016,F,LIBI,3,5785,England & Wales
2016,F,LIDA,3,5785,England & Wales
2016,F,LIELA,3,5785,England & Wales
2016,F,LILI-MAI,3,5785,England & Wales
2016,F,LILIAH,3,5785,England & Wales
2016,F,LILIE,3,5785,England & Wales
2016,F,LILLEE,3,5785,England & Wales
2016,F,LILLIE-ANNA,3,5785,England & Wales
2016,F,LILLIE-JEAN,3,5785,England & Wales
2016,F,LILLY-BETH,3,5785,England & Wales
2016,F,LILLYANA,3,5785,England & Wales
2016,F,LILLYMAY,3,5785,England & Wales
2016,F,LILO,3,5785,England & Wales
2016,F,LILU,3,5785,England & Wales
2016,F,LILY-ANNA,3,5785,England & Wales
2016,F,LILY-JOY,3,5785,England & Wales
2016,F,LINDSEY,3,5785,England & Wales
2016,F,LISA-MARIE,3,5785,England & Wales
2016,F,LISAMARIE,3,5785,England & Wales
2016,F,LIVIYA,3,5785,England & Wales
2016,F,LIYLA,3,5785,England & Wales
2016,F,LIZZY,3,5785,England & Wales
2016,F,LOLA-ANNE,3,5785,England & Wales
2016,F,LOLA-BLU,3,5785,England & Wales
2016,F,LOLA-JADE,3,5785,England & Wales
2016,F,LOLA-JAYNE,3,5785,England & Wales
2016,F,LOLA-LEIGH,3,5785,England & Wales
2016,F,LOLA-MARIE,3,5785,England & Wales
2016,F,LONA,3,5785,England & Wales
2016,F,LOTTIE-BELLE,3,5785,England & Wales
2016,F,LOTTIE-MARIE,3,5785,England & Wales
2016,F,LOUISA-MAY,3,5785,England & Wales
2016,F,LOVELLE,3,5785,England & Wales
2016,F,LOWEN,3,5785,England & Wales
2016,F,LOXIE,3,5785,England & Wales
2016,F,LOZA,3,5785,England & Wales
2016,F,LUANNA,3,5785,England & Wales
2016,F,LUBNA,3,5785,England & Wales
2016,F,LUCEA,3,5785,England & Wales
2016,F,LUCIE-MAE,3,5785,England & Wales
2016,F,LUCIE-MAI,3,5785,England & Wales
2016,F,LUCREZIA,3,5785,England & Wales
2016,F,LUDOVICA,3,5785,England & Wales
2016,F,LUKRECIJA,3,5785,England & Wales
2016,F,LULA-ROSE,3,5785,England & Wales
2016,F,LUMEN,3,5785,England & Wales
2016,F,LUNA-MAY,3,5785,England & Wales
2016,F,LUSIANA,3,5785,England & Wales
2016,F,LWSI,3,5785,England & Wales
2016,F,LYLA-BELLE,3,5785,England & Wales
2016,F,LYLA-MAY,3,5785,England & Wales
2016,F,LYRA-MAE,3,5785,England & Wales
2016,F,MAAIDA,3,5785,England & Wales
2016,F,MAAWA,3,5785,England & Wales
2016,F,MACEE,3,5785,England & Wales
2016,F,MADALINE,3,5785,England & Wales
2016,F,MADALYNN,3,5785,England & Wales
2016,F,MADDISON-RAE,3,5785,England & Wales
2016,F,MADIHAH,3,5785,England & Wales
2016,F,MADISON-LEIGH,3,5785,England & Wales
2016,F,MADLEN,3,5785,England & Wales
2016,F,MAEBEL,3,5785,England & Wales
2016,F,MAEBH,3,5785,England & Wales
2016,F,MAEDA,3,5785,England & Wales
2016,F,MAELY,3,5785,England & Wales
2016,F,MAGATHI,3,5785,England & Wales
2016,F,MAGDA,3,5785,England & Wales
2016,F,MAGGIE-ANNE,3,5785,England & Wales
2016,F,MAGNOLIA,3,5785,England & Wales
2016,F,MAHERA,3,5785,England & Wales
2016,F,MAHIA,3,5785,England & Wales
2016,F,MAHSAA,3,5785,England & Wales
